event_type, symbol, bid_exchange_id, bid_price, bid_size, ask_exchange_id, ask_price, ask_size, condition, indicators, timestamp, sequence, tape
Q, GOOG, 12, 91.75, 14, 12, 91.76, 19, nothing, Any[602], 2023-02-22T20:57:04.392, 85074848, 3
Q, GOOG, 12, 91.75, 13, 12, 91.76, 19, nothing, Any[602], 2023-02-22T20:57:04.394, 85074855, 3
Q, GOOG, 12, 91.75, 12, 12, 91.76, 19, nothing, Any[602], 2023-02-22T20:57:04.397, 85074865, 3
Q, GOOG, 12, 91.75, 11, 12, 91.76, 19, nothing, Any[602], 2023-02-22T20:57:04.398, 85074874, 3
Q, GOOG, 11, 91.75, 11, 12, 91.76, 19, nothing, Any[604], 2023-02-22T20:57:04.398, 85074886, 3
Q, GOOG, 12, 91.75, 10, 12, 91.76, 19, nothing, Any[501, 604], 2023-02-22T20:57:04.398, 85074892, 3
Q, GOOG, 12, 91.75, 11, 12, 91.76, 19, nothing, Any[602], 2023-02-22T20:57:04.404, 85074944, 3
Q, GOOG, 12, 91.75, 12, 12, 91.76, 19, nothing, Any[602], 2023-02-22T20:57:04.406, 85074954, 3
Q, GOOG, 11, 91.75, 11, 12, 91.76, 19, nothing, Any[604], 2023-02-22T20:57:04.406, 85074956, 3
Q, GOOG, 12, 91.75, 13, 12, 91.76, 19, nothing, Any[602], 2023-02-22T20:57:04.406, 85074962, 3
Q, GOOG, 11, 91.75, 11, 12, 91.76, 19, nothing, Any[604], 2023-02-22T20:57:04.406, 85074965, 3
Q, GOOG, 11, 91.75, 12, 12, 91.76, 19, nothing, Any[501, 604], 2023-02-22T20:57:04.434, 85075131, 3
Q, GOOG, 11, 91.75, 13, 12, 91.76, 19, nothing, Any[501, 604], 2023-02-22T20:57:04.434, 85075132, 3
Q, NFLX, 9, 334.61, 2, 12, 334.75, 1, nothing, Any[604], 2023-02-22T20:57:04.527, 75833752, 3
Q, NFLX, 12, 334.64, 1, 12, 334.75, 1, nothing, Any[602], 2023-02-22T20:57:04.527, 75833756, 3
Q, NFLX, 9, 334.64, 2, 12, 334.75, 1, nothing, Any[604], 2023-02-22T20:57:04.527, 75833766, 3
Q, AAPL, 12, 148.47, 7, 12, 148.48, 3, nothing, Any[602], 2023-02-22T20:57:04.209, 92086208, 3
Q, AAPL, 12, 148.47, 7, 12, 148.48, 4, nothing, Any[602], 2023-02-22T20:57:04.258, 92086380, 3
Q, AAPL, 12, 148.47, 7, 12, 148.48, 3, nothing, Any[602], 2023-02-22T20:57:04.441, 92087008, 3
Q, AAPL, 12, 148.47, 7, 12, 148.48, 2, nothing, Any[602], 2023-02-22T20:57:04.441, 92087009, 3
Q, AAPL, 12, 148.47, 8, 12, 148.48, 2, nothing, Any[602], 2023-02-22T20:57:04.442, 92087010, 3
Q, AAPL, 12, 148.47, 9, 12, 148.48, 2, nothing, Any[602], 2023-02-22T20:57:04.442, 92087011, 3
Q, AAPL, 12, 148.47, 10, 12, 148.48, 2, nothing, Any[602], 2023-02-22T20:57:04.442, 92087013, 3
Q, AAPL, 12, 148.47, 13, 12, 148.48, 2, nothing, Any[602], 2023-02-22T20:57:04.442, 92087015, 3
Q, AAPL, 12, 148.47, 12, 12, 148.48, 2, nothing, Any[602], 2023-02-22T20:57:04.442, 92087017, 3
Q, AAPL, 12, 148.47, 13, 12, 148.48, 2, nothing, Any[602], 2023-02-22T20:57:04.442, 92087036, 3
Q, AAPL, 12, 148.47, 13, 12, 148.48, 1, nothing, Any[602], 2023-02-22T20:57:04.442, 92087044, 3
Q, AAPL, 12, 148.47, 13, 12, 148.49, 15, nothing, Any[602], 2023-02-22T20:57:04.442, 92087045, 3
Q, AAPL, 12, 148.47, 12, 12, 148.49, 15, nothing, Any[602], 2023-02-22T20:57:04.442, 92087047, 3
Q, AAPL, 12, 148.47, 13, 12, 148.49, 15, nothing, Any[602], 2023-02-22T20:57:04.442, 92087048, 3
Q, AAPL, 12, 148.47, 16, 12, 148.49, 15, nothing, Any[602], 2023-02-22T20:57:04.442, 92087049, 3
Q, AAPL, 12, 148.47, 16, 12, 148.49, 14, nothing, Any[602], 2023-02-22T20:57:04.442, 92087050, 3
Q, AAPL, 12, 148.48, 1, 12, 148.49, 14, nothing, Any[602], 2023-02-22T20:57:04.442, 92087051, 3
Q, AAPL, 12, 148.48, 1, 12, 148.49, 15, nothing, Any[602], 2023-02-22T20:57:04.442, 92087064, 3
Q, AAPL, 12, 148.48, 1, 12, 148.49, 14, nothing, Any[602], 2023-02-22T20:57:04.442, 92087072, 3
Q, AAPL, 12, 148.48, 1, 12, 148.49, 15, nothing, Any[602], 2023-02-22T20:57:04.442, 92087077, 3
Q, AAPL, 21, 148.48, 2, 12, 148.49, 15, nothing, Any[604], 2023-02-22T20:57:04.442, 92087078, 3
Q, AAPL, 21, 148.48, 4, 12, 148.49, 15, nothing, Any[604], 2023-02-22T20:57:04.442, 92087079, 3
Q, AAPL, 21, 148.48, 6, 12, 148.49, 15, nothing, Any[604], 2023-02-22T20:57:04.442, 92087082, 3
Q, AAPL, 21, 148.48, 7, 12, 148.49, 15, nothing, Any[604], 2023-02-22T20:57:04.442, 92087085, 3
Q, AAPL, 21, 148.48, 8, 12, 148.49, 15, nothing, Any[604], 2023-02-22T20:57:04.442, 92087087, 3
Q, AAPL, 8, 148.48, 8, 12, 148.49, 15, nothing, Any[604], 2023-02-22T20:57:04.442, 92087090, 3
Q, AAPL, 8, 148.48, 5, 12, 148.49, 15, nothing, Any[604], 2023-02-22T20:57:04.443, 92087104, 3
Q, AAPL, 8, 148.48, 4, 12, 148.49, 15, nothing, Any[604], 2023-02-22T20:57:04.443, 92087113, 3
Q, AAPL, 21, 148.48, 3, 12, 148.49, 15, nothing, Any[604], 2023-02-22T20:57:04.443, 92087114, 3
Q, AAPL, 21, 148.48, 3, 12, 148.49, 14, nothing, Any[604], 2023-02-22T20:57:04.538, 92087692, 3
Q, AMD, 12, 76.49, 10, 8, 76.51, 16, nothing, Any[604], 2023-02-22T20:57:04.210, 92086230, 3
Q, MSFT, 10, 251.14, 2, 12, 251.16, 2, nothing, Any[604], 2023-02-22T20:57:04.240, 75832045, 3
Q, MSFT, 10, 251.14, 2, 12, 251.16, 1, nothing, Any[604], 2023-02-22T20:57:04.240, 75832046, 3
Q, MSFT, 10, 251.14, 2, 10, 251.17, 2, nothing, Any[604], 2023-02-22T20:57:04.240, 75832048, 3
Q, MSFT, 12, 251.14, 4, 10, 251.17, 2, nothing, Any[604], 2023-02-22T20:57:04.240, 75832056, 3
Q, MSFT, 12, 251.14, 3, 10, 251.17, 2, nothing, Any[604], 2023-02-22T20:57:04.240, 75832060, 3
Q, MSFT, 12, 251.14, 3, 12, 251.17, 2, nothing, Any[604], 2023-02-22T20:57:04.241, 75832064, 3
Q, MSFT, 10, 251.14, 4, 12, 251.17, 2, nothing, Any[604], 2023-02-22T20:57:04.241, 75832065, 3
Q, MSFT, 10, 251.15, 2, 12, 251.17, 2, nothing, Any[604], 2023-02-22T20:57:04.241, 75832071, 3
Q, AMD, 12, 76.49, 10, 8, 76.51, 15, nothing, Any[604], 2023-02-22T20:57:04.299, 92086517, 3
Q, AMD, 12, 76.49, 10, 12, 76.51, 13, nothing, Any[604], 2023-02-22T20:57:04.300, 92086522, 3
Q, AMD, 12, 76.49, 11, 12, 76.51, 13, nothing, Any[602], 2023-02-22T20:57:04.349, 92086661, 3
Q, AMD, 12, 76.49, 12, 12, 76.51, 13, nothing, Any[602], 2023-02-22T20:57:04.349, 92086662, 3
Q, AMD, 8, 76.49, 17, 12, 76.51, 13, nothing, Any[604], 2023-02-22T20:57:04.350, 92086672, 3
Q, AMD, 12, 76.49, 12, 12, 76.51, 13, nothing, Any[604], 2023-02-22T20:57:04.381, 92086743, 3
Q, MSFT, 10, 251.15, 2, 12, 251.17, 1, nothing, Any[604], 2023-02-22T20:57:04.407, 75833089, 3
Q, MSFT, 10, 251.15, 2, 12, 251.18, 4, nothing, Any[604], 2023-02-22T20:57:04.435, 75833328, 3
Q, MSFT, 10, 251.15, 2, 10, 251.18, 2, nothing, Any[604], 2023-02-22T20:57:04.436, 75833336, 3
Q, MSFT, 2, 251.15, 2, 12, 251.18, 2, nothing, Any[604], 2023-02-22T20:57:04.436, 75833350, 3
Q, MSFT, 10, 251.15, 2, 12, 251.18, 2, nothing, Any[604], 2023-02-22T20:57:04.436, 75833351, 3
Q, MSFT, 2, 251.15, 2, 12, 251.18, 2, nothing, Any[604], 2023-02-22T20:57:04.436, 75833356, 3
Q, MSFT, 2, 251.15, 2, 9, 251.18, 3, nothing, Any[604], 2023-02-22T20:57:04.436, 75833369, 3
Q, MSFT, 9, 251.15, 3, 9, 251.18, 3, nothing, Any[602], 2023-02-22T20:57:04.436, 75833372, 3
Q, MSFT, 2, 251.15, 2, 9, 251.18, 3, nothing, Any[604], 2023-02-22T20:57:04.436, 75833374, 3
Q, MSFT, 10, 251.15, 2, 9, 251.18, 3, nothing, Any[604], 2023-02-22T20:57:04.436, 75833379, 3
Q, MSFT, 12, 251.16, 1, 9, 251.18, 3, nothing, Any[604], 2023-02-22T20:57:04.436, 75833381, 3
Q, MSFT, 12, 251.16, 1, 15, 251.18, 2, nothing, Any[604], 2023-02-22T20:57:04.437, 75833385, 3
Q, MSFT, 12, 251.16, 1, 12, 251.18, 2, nothing, Any[604], 2023-02-22T20:57:04.437, 75833392, 3
Q, MSFT, 10, 251.15, 2, 12, 251.18, 2, nothing, Any[604], 2023-02-22T20:57:04.437, 75833395, 3
Q, MSFT, 10, 251.15, 2, 21, 251.18, 1, nothing, Any[604], 2023-02-22T20:57:04.442, 75833457, 3
Q, MSFT, 10, 251.15, 2, 9, 251.18, 3, nothing, Any[604], 2023-02-22T20:57:04.442, 75833459, 3
Q, MSFT, 10, 251.15, 2, 15, 251.18, 2, nothing, Any[604], 2023-02-22T20:57:04.443, 75833471, 3
Q, MSFT, 9, 251.15, 3, 15, 251.18, 2, nothing, Any[604], 2023-02-22T20:57:04.443, 75833472, 3
Q, MSFT, 10, 251.15, 2, 15, 251.18, 2, nothing, Any[604], 2023-02-22T20:57:04.443, 75833473, 3
Q, AMD, 12, 76.5, 2, 12, 76.51, 13, nothing, Any[602], 2023-02-22T20:57:04.450, 92087176, 3
Q, AMD, 12, 76.5, 2, 12, 76.51, 12, nothing, Any[602], 2023-02-22T20:57:04.450, 92087177, 3
Q, AMD, 12, 76.5, 3, 12, 76.51, 12, nothing, Any[602], 2023-02-22T20:57:04.450, 92087180, 3
Q, AMD, 12, 76.5, 3, 8, 76.51, 11, nothing, Any[604], 2023-02-22T20:57:04.451, 92087212, 3
Q, MSFT, 15, 251.15, 2, 15, 251.18, 2, nothing, Any[604], 2023-02-22T20:57:04.459, 75833573, 3
Q, MSFT, 21, 251.16, 1, 15, 251.18, 2, nothing, Any[604], 2023-02-22T20:57:04.476, 75833628, 3
Q, MSFT, 21, 251.16, 1, 12, 251.18, 2, nothing, Any[604], 2023-02-22T20:57:04.477, 75833631, 3
Q, MSFT, 12, 251.15, 2, 12, 251.18, 2, nothing, Any[604], 2023-02-22T20:57:04.509, 75833691, 3
Q, MSFT, 10, 251.15, 2, 12, 251.17, 4, nothing, Any[604], 2023-02-22T20:57:04.509, 75833692, 3
Q, AMD, 12, 76.5, 1, 8, 76.51, 11, nothing, Any[604], 2023-02-22T20:57:04.510, 92087531, 3
Q, MSFT, 12, 251.15, 2, 12, 251.17, 4, nothing, Any[604], 2023-02-22T20:57:04.510, 75833701, 3
Q, MSFT, 10, 251.15, 2, 12, 251.17, 5, nothing, Any[604], 2023-02-22T20:57:04.511, 75833713, 3
Q, MSFT, 8, 251.16, 1, 12, 251.17, 5, nothing, Any[604], 2023-02-22T20:57:04.528, 75833774, 3
Q, MSFT, 15, 251.16, 2, 12, 251.17, 5, nothing, Any[604], 2023-02-22T20:57:04.529, 75833779, 3
Q, AMD, 20, 76.5, 1, 12, 76.51, 12, nothing, Any[604], 2023-02-22T20:57:04.554, 92087806, 3
Q, AMD, 20, 76.5, 1, 12, 76.51, 13, nothing, Any[604], 2023-02-22T20:57:04.554, 92087808, 3
Q, AMD, 12, 76.5, 1, 12, 76.51, 13, nothing, Any[604], 2023-02-22T20:57:04.555, 92087813, 3
Q, AMD, 20, 76.5, 1, 12, 76.51, 14, nothing, Any[604], 2023-02-22T20:57:04.558, 92087837, 3
Q, MSFT, 15, 251.16, 2, 12, 251.17, 6, nothing, Any[604], 2023-02-22T20:57:04.596, 75834032, 3
Q, MSFT, 15, 251.16, 2, 12, 251.17, 7, nothing, Any[604], 2023-02-22T20:57:04.596, 75834034, 3
Q, MSFT, 15, 251.16, 2, 12, 251.17, 8, nothing, Any[604], 2023-02-22T20:57:04.596, 75834040, 3
Q, MSFT, 15, 251.16, 2, 12, 251.17, 7, nothing, Any[604], 2023-02-22T20:57:04.596, 75834041, 3
Q, MSFT, 10, 251.15, 2, 12, 251.17, 7, nothing, Any[604], 2023-02-22T20:57:04.596, 75834053, 3
Q, MSFT, 10, 251.15, 2, 12, 251.16, 1, nothing, Any[604], 2023-02-22T20:57:04.597, 75834058, 3
Q, MSFT, 10, 251.15, 2, 19, 251.16, 1, nothing, Any[604], 2023-02-22T20:57:04.597, 75834080, 3
Q, MSFT, 12, 251.15, 2, 19, 251.16, 1, nothing, Any[502, 604], 2023-02-22T20:57:04.597, 75834082, 3
Q, MSFT, 12, 251.15, 2, 12, 251.17, 6, nothing, Any[604], 2023-02-22T20:57:04.598, 75834098, 3
Q, MSFT, 12, 251.15, 2, 12, 251.16, 1, nothing, Any[602], 2023-02-22T20:57:04.598, 75834099, 3
Q, MSFT, 10, 251.15, 2, 12, 251.17, 6, nothing, Any[604], 2023-02-22T20:57:04.602, 75834133, 3
Q, AMD, 20, 76.5, 1, 12, 76.51, 13, nothing, Any[604], 2023-02-22T20:57:04.623, 92088053, 3
Q, AMD, 20, 76.5, 1, 8, 76.51, 12, nothing, Any[604], 2023-02-22T20:57:04.623, 92088055, 3
Q, AMD, 20, 76.5, 1, 12, 76.51, 12, nothing, Any[604], 2023-02-22T20:57:04.623, 92088057, 3
Q, AMD, 20, 76.5, 1, 12, 76.51, 13, nothing, Any[604], 2023-02-22T20:57:04.675, 92088293, 3
Q, NVDA, 17, 207.57, 1, 12, 207.6, 3, nothing, Any[604], 2023-02-22T20:57:04.430, 75833273, 3
Q, NVDA, 12, 207.57, 3, 12, 207.6, 3, nothing, Any[602], 2023-02-22T20:57:04.441, 75833434, 3
Q, NVDA, 17, 207.57, 1, 12, 207.6, 3, nothing, Any[604], 2023-02-22T20:57:04.442, 75833440, 3
Q, NVDA, 12, 207.57, 3, 12, 207.6, 3, nothing, Any[602], 2023-02-22T20:57:04.453, 75833547, 3
Q, NVDA, 19, 207.57, 1, 12, 207.6, 3, nothing, Any[604], 2023-02-22T20:57:04.526, 75833745, 3
Q, NVDA, 12, 207.56, 3, 12, 207.6, 3, nothing, Any[604], 2023-02-22T20:57:04.527, 75833762, 3
Q, NVDA, 12, 207.56, 3, 12, 207.6, 4, nothing, Any[602], 2023-02-22T20:57:04.578, 75833955, 3
Q, NVDA, 12, 207.56, 3, 12, 207.6, 3, nothing, Any[602], 2023-02-22T20:57:04.582, 75834001, 3
Q, NVDA, 12, 207.56, 3, 12, 207.6, 2, nothing, Any[602], 2023-02-22T20:57:04.635, 75834217, 3
Q, NVDA, 21, 207.57, 1, 12, 207.6, 2, nothing, Any[604], 2023-02-22T20:57:04.635, 75834224, 3
Q, NVDA, 12, 207.57, 2, 12, 207.6, 2, nothing, Any[602], 2023-02-22T20:57:04.636, 75834239, 3
Q, NVDA, 12, 207.57, 2, 12, 207.58, 1, nothing, Any[602], 2023-02-22T20:57:04.640, 75834253, 3
Q, NVDA, 19, 207.57, 1, 12, 207.58, 1, nothing, Any[604], 2023-02-22T20:57:04.641, 75834254, 3
Q, NVDA, 21, 207.57, 1, 12, 207.58, 1, nothing, Any[604], 2023-02-22T20:57:04.642, 75834265, 3
Q, NVDA, 12, 207.56, 3, 12, 207.58, 1, nothing, Any[604], 2023-02-22T20:57:04.642, 75834267, 3
Q, PLTR, 10, 8.36, 685, 11, 8.37, 170, 1, Any[1, 605], 2023-02-22T20:57:04.740, 46171010, 1
Q, PLTR, 10, 8.36, 655, 11, 8.37, 170, 1, Any[501, 1, 605], 2023-02-22T20:57:04.740, 46171012, 1
Q, PLTR, 10, 8.36, 655, 10, 8.37, 161, 1, Any[1, 605], 2023-02-22T20:57:04.742, 46171019, 1
Q, PLTR, 10, 8.36, 698, 11, 8.37, 167, 1, Any[1, 605], 2023-02-22T20:57:04.742, 46171026, 1
Q, PLTR, 10, 8.36, 655, 11, 8.37, 167, 1, Any[501, 1, 605], 2023-02-22T20:57:04.742, 46171029, 1
Q, PLTR, 10, 8.36, 704, 11, 8.37, 167, 1, Any[501, 1, 605], 2023-02-22T20:57:04.744, 46171037, 1
Q, AMZN, 17, 95.7, 2, 12, 95.71, 14, nothing, Any[604], 2023-02-22T20:57:04.497, 92087520, 3
Q, AMZN, 17, 95.7, 2, 12, 95.71, 13, nothing, Any[604], 2023-02-22T20:57:04.510, 92087538, 3
Q, AMZN, 21, 95.7, 4, 12, 95.71, 13, nothing, Any[604], 2023-02-22T20:57:04.514, 92087592, 3
Q, AMZN, 17, 95.7, 2, 12, 95.71, 13, nothing, Any[604], 2023-02-22T20:57:04.514, 92087595, 3
Q, AMZN, 8, 95.7, 4, 12, 95.71, 13, nothing, Any[604], 2023-02-22T20:57:04.514, 92087601, 3
Q, AMZN, 21, 95.7, 3, 12, 95.71, 13, nothing, Any[604], 2023-02-22T20:57:04.514, 92087604, 3
Q, AMZN, 19, 95.7, 4, 12, 95.71, 13, nothing, Any[604], 2023-02-22T20:57:04.514, 92087606, 3
Q, AMZN, 21, 95.7, 3, 12, 95.71, 13, nothing, Any[604], 2023-02-22T20:57:04.514, 92087607, 3
Q, AMZN, 17, 95.7, 2, 12, 95.71, 13, nothing, Any[604], 2023-02-22T20:57:04.579, 92087898, 3
Q, AMZN, 8, 95.7, 4, 12, 95.71, 13, nothing, Any[604], 2023-02-22T20:57:04.592, 92087930, 3
Q, AMZN, 21, 95.7, 5, 12, 95.71, 13, nothing, Any[604], 2023-02-22T20:57:04.592, 92087932, 3
Q, AMZN, 8, 95.7, 4, 12, 95.71, 13, nothing, Any[604], 2023-02-22T20:57:04.592, 92087933, 3
Q, AMZN, 21, 95.7, 3, 12, 95.71, 13, nothing, Any[604], 2023-02-22T20:57:04.592, 92087934, 3
Q, AMZN, 19, 95.7, 4, 12, 95.71, 13, nothing, Any[604], 2023-02-22T20:57:04.592, 92087936, 3
Q, AMZN, 21, 95.7, 3, 12, 95.71, 13, nothing, Any[604], 2023-02-22T20:57:04.592, 92087937, 3
Q, AMZN, 21, 95.7, 3, 12, 95.71, 14, nothing, Any[604], 2023-02-22T20:57:04.661, 92088235, 3
Q, AMZN, 21, 95.7, 3, 12, 95.71, 13, nothing, Any[604], 2023-02-22T20:57:04.661, 92088237, 3
Q, AMZN, 21, 95.7, 3, 12, 95.71, 14, nothing, Any[604], 2023-02-22T20:57:04.661, 92088247, 3
Q, AMZN, 21, 95.7, 3, 12, 95.71, 13, nothing, Any[604], 2023-02-22T20:57:04.661, 92088248, 3
Q, AMZN, 21, 95.7, 3, 12, 95.71, 14, nothing, Any[604], 2023-02-22T20:57:04.694, 92088333, 3
Q, AMZN, 21, 95.7, 3, 12, 95.71, 13, nothing, Any[604], 2023-02-22T20:57:04.695, 92088335, 3
Q, AMZN, 21, 95.7, 3, 12, 95.71, 14, nothing, Any[604], 2023-02-22T20:57:04.695, 92088341, 3
Q, AMZN, 19, 95.7, 2, 12, 95.71, 14, nothing, Any[604], 2023-02-22T20:57:04.695, 92088342, 3
Q, AMZN, 19, 95.7, 2, 12, 95.71, 13, nothing, Any[604], 2023-02-22T20:57:04.695, 92088344, 3
Q, AMZN, 19, 95.7, 2, 12, 95.71, 14, nothing, Any[604], 2023-02-22T20:57:04.695, 92088352, 3
Q, AMZN, 19, 95.7, 2, 12, 95.71, 13, nothing, Any[604], 2023-02-22T20:57:04.695, 92088353, 3
Q, AMZN, 19, 95.7, 2, 12, 95.71, 14, nothing, Any[604], 2023-02-22T20:57:04.713, 92088404, 3
Q, AMZN, 19, 95.7, 2, 12, 95.71, 13, nothing, Any[604], 2023-02-22T20:57:04.713, 92088406, 3
Q, AMZN, 19, 95.7, 2, 12, 95.71, 14, nothing, Any[604], 2023-02-22T20:57:04.714, 92088413, 3
Q, AMZN, 19, 95.7, 2, 12, 95.71, 13, nothing, Any[604], 2023-02-22T20:57:04.714, 92088415, 3
Q, AMZN, 19, 95.7, 2, 12, 95.71, 14, nothing, Any[604], 2023-02-22T20:57:04.714, 92088424, 3
Q, AMZN, 19, 95.7, 2, 12, 95.71, 13, nothing, Any[604], 2023-02-22T20:57:04.714, 92088426, 3
Q, AMZN, 19, 95.7, 2, 12, 95.71, 14, nothing, Any[604], 2023-02-22T20:57:04.714, 92088470, 3
Q, AMZN, 19, 95.7, 2, 12, 95.71, 13, nothing, Any[604], 2023-02-22T20:57:04.715, 92088476, 3
Q, AMZN, 19, 95.7, 2, 12, 95.71, 14, nothing, Any[604], 2023-02-22T20:57:04.715, 92088517, 3
Q, AMZN, 19, 95.7, 2, 12, 95.71, 13, nothing, Any[604], 2023-02-22T20:57:04.715, 92088522, 3
Q, AMZN, 19, 95.7, 2, 12, 95.71, 12, nothing, Any[604], 2023-02-22T20:57:04.716, 92088604, 3
Q, AMZN, 19, 95.7, 2, 12, 95.71, 13, nothing, Any[604], 2023-02-22T20:57:04.723, 92088758, 3
Q, AMZN, 19, 95.7, 2, 12, 95.71, 14, nothing, Any[604], 2023-02-22T20:57:04.723, 92088759, 3
Q, AMZN, 19, 95.7, 2, 12, 95.71, 13, nothing, Any[604], 2023-02-22T20:57:04.723, 92088760, 3
Q, AMZN, 19, 95.7, 2, 12, 95.71, 12, nothing, Any[604], 2023-02-22T20:57:04.723, 92088809, 3
Q, AMZN, 19, 95.7, 2, 12, 95.71, 15, nothing, Any[604], 2023-02-22T20:57:04.723, 92088810, 3
Q, AMZN, 21, 95.7, 2, 12, 95.71, 15, nothing, Any[604], 2023-02-22T20:57:04.725, 92088850, 3
Q, AMZN, 15, 95.7, 2, 12, 95.71, 15, nothing, Any[604], 2023-02-22T20:57:04.758, 92089109, 3
Q, AMZN, 15, 95.7, 2, 12, 95.71, 16, nothing, Any[604], 2023-02-22T20:57:04.761, 92089135, 3
Q, AMZN, 15, 95.7, 2, 12, 95.71, 17, nothing, Any[604], 2023-02-22T20:57:04.761, 92089136, 3
Q, META, 21, 171, 1, 12, 171.02, 3, nothing, Any[604], 2023-02-22T20:57:04.717, 75834493, 3
Q, META, 21, 171, 1, 12, 171.02, 4, nothing, Any[604], 2023-02-22T20:57:04.717, 75834496, 3
Q, META, 21, 171, 1, 12, 171.02, 5, nothing, Any[604], 2023-02-22T20:57:04.717, 75834499, 3
Q, META, 21, 171, 1, 12, 171.01, 1, nothing, Any[604], 2023-02-22T20:57:04.717, 75834501, 3
Q, META, 11, 170.99, 1, 12, 171.01, 1, nothing, Any[604], 2023-02-22T20:57:04.717, 75834508, 3
Q, META, 11, 170.99, 1, 21, 171.01, 2, nothing, Any[604], 2023-02-22T20:57:04.717, 75834513, 3
Q, META, 12, 171, 1, 21, 171.01, 2, nothing, Any[604], 2023-02-22T20:57:04.717, 75834516, 3
Q, META, 12, 171, 1, 10, 171.01, 4, nothing, Any[604], 2023-02-22T20:57:04.717, 75834521, 3
Q, META, 11, 170.99, 1, 10, 171.01, 4, nothing, Any[604], 2023-02-22T20:57:04.717, 75834526, 3
Q, META, 11, 170.99, 1, 12, 171, 1, nothing, Any[604], 2023-02-22T20:57:04.718, 75834532, 3
Q, META, 11, 170.99, 1, 12, 171, 2, nothing, Any[604], 2023-02-22T20:57:04.718, 75834533, 3
Q, META, 15, 170.99, 2, 12, 171, 2, nothing, Any[604], 2023-02-22T20:57:04.718, 75834547, 3
Q, META, 11, 170.99, 1, 12, 171, 2, nothing, Any[604], 2023-02-22T20:57:04.718, 75834552, 3
Q, META, 11, 170.99, 1, 12, 171, 1, nothing, Any[604], 2023-02-22T20:57:04.722, 75834619, 3
Q, META, 11, 170.99, 1, 21, 171, 1, nothing, Any[604], 2023-02-22T20:57:04.722, 75834620, 3
Q, META, 11, 170.99, 1, 10, 171.01, 5, nothing, Any[604], 2023-02-22T20:57:04.722, 75834621, 3
Q, META, 11, 170.99, 1, 10, 171.01, 4, nothing, Any[604], 2023-02-22T20:57:04.722, 75834627, 3
Q, META, 11, 170.99, 1, 21, 171, 1, nothing, Any[604], 2023-02-22T20:57:04.723, 75834743, 3
Q, META, 11, 170.99, 1, 12, 171.01, 1, nothing, Any[604], 2023-02-22T20:57:04.724, 75834792, 3
